Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.52 [1.31-1.77],0.015,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-PL%,1.19 [1.01-1.41],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.05 [0.89-1.23],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.03 [0.88-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.01 [0.86-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SM,0.66 [0.56-0.77],0.031,*,Sphingomyelins
Unsaturation,0.66 [0.56-0.77],0.022,*,Degree of Unsaturation
Total-FA,0.64 [0.55-0.75],0.008,**,Total-Fatty Acids
Omega-3%,0.64 [0.55-0.75],0.014,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Total-PL,0.64 [0.55-0.74],8.158e-04,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-C,0.64 [0.54-0.75],0.039,*,Cholesterol in Medium HDL
S-HDL-C,0.63 [0.54-0.74],0.004,**,Cholesterol in Small HDL
HDL-L,0.63 [0.53-0.75],0.018,*,Total-Lipids in HDL
Omega-6,0.63 [0.54-0.74],7.084e-04,***,Omega-6 Fatty Acids
HDL-PL,0.63 [0.53-0.74],0.016,*,Phospholipids in HDL
M-HDL-L,0.63 [0.53-0.74],0.006,**,Total-Lipids in Medium HDL
PC,0.63 [0.54-0.73],3.259e-04,***,Phosphatidylcholines
S-HDL-P,0.62 [0.53-0.74],0.004,**,Concentration of Small HDL Particles
M-HDL-PL,0.62 [0.53-0.74],0.008,**,Phospholipids in Medium HDL
Cholines,0.62 [0.53-0.72],6.371e-05,***,Total-Cholines
ApoA1,0.62 [0.52-0.73],0.003,**,Apolipoprotein A1
M-HDL-P,0.62 [0.52-0.74],0.019,*,Concentration of Medium HDL Particles
S-HDL-L,0.62 [0.52-0.72],4.373e-04,***,Total-Lipids in Small HDL
M-HDL-FC,0.61 [0.51-0.73],0.012,*,Free Cholesterol in Medium HDL
Phosphoglyc,0.61 [0.52-0.71],2.558e-05,***,Phosphoglycerides
S-HDL-PL,0.61 [0.52-0.72],4.850e-04,***,Phospholipids in Small HDL
S-HDL-FC,0.60 [0.51-0.71],2.329e-04,***,Free Cholesterol in Small HDL
HDL-P,0.60 [0.51-0.71],5.963e-04,***,Concentration of HDL Particles
Total-P,0.60 [0.51-0.70],1.908e-04,***,Total-Concentration of Lipoprotein Particles
PUFA,0.59 [0.51-0.69],1.932e-06,***,Polyunsaturated Fatty Acids
DHA,0.55 [0.46-0.66],4.368e-05,***,Docosahexaenoic Acid
Omega-3,0.54 [0.45-0.64],4.401e-06,***,Omega-3 Fatty Acids
