Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ala,1.04 [0.92-1.18],1.000,,Alanine
Gln,1.03 [0.91-1.16],1.000,,Glutamine
M-LDL-CE%,1.02 [0.90-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gly,1.01 [0.85-1.21],1.000,,Glycine
M-LDL-PL%,1.00 [0.88-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-FC,0.96 [0.84-1.08],1.000,,Free Cholesterol in LDL
Albumin,0.92 [0.82-1.05],1.000,,Albumin
M-LDL-FC%,0.88 [0.79-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,0.83 [0.70-0.97],1.000,,Free Cholesterol in HDL
Unsaturation,0.78 [0.69-0.89],1.000,,Degree of Unsaturation
