Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.19 [0.99-1.42],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.16 [0.95-1.41],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.08 [0.89-1.32],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-FC%,1.02 [0.84-1.25],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.01 [0.84-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.91 [0.76-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.90 [0.77-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.89 [0.75-1.06],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.89 [0.75-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.86 [0.73-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
