Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-CE%,1.05 [0.96-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.04 [0.95-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,1.04 [0.95-1.13],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.01 [0.93-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-FC%,1.01 [0.92-1.10],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.99 [0.91-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.98 [0.89-1.07],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.96 [0.88-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.96 [0.88-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.96 [0.88-1.05],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
