Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.20 [1.14-1.26],2.187e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.19 [1.13-1.26],2.772e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.19 [1.13-1.25],1.166e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.17 [1.11-1.23],9.206e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.17 [1.11-1.23],7.236e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-FC%,0.88 [0.84-0.92],0.040,*,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.88 [0.83-0.92],0.035,*,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.87 [0.83-0.92],0.035,*,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.87 [0.83-0.91],8.264e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.86 [0.82-0.91],0.002,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,0.86 [0.82-0.91],0.003,**,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.86 [0.82-0.91],0.002,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,0.86 [0.82-0.90],3.826e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.86 [0.82-0.90],5.128e-05,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.85 [0.81-0.89],3.568e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.85 [0.81-0.90],2.085e-04,***,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.85 [0.81-0.89],1.765e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
