Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.05 [0.95-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.01 [0.91-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.01 [0.92-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.00 [0.91-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.00 [0.91-1.11],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,1.00 [0.90-1.10],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.99 [0.90-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.99 [0.90-1.09],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,0.96 [0.87-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.96 [0.87-1.06],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
