Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-TG%,1.03 [0.94-1.13],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-CE%,1.03 [0.94-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.03 [0.94-1.12],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.02 [0.93-1.12],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.02 [0.93-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.80 [0.73-0.87],0.034,*,Clinical LDL Cholesterol
LDL-C,0.79 [0.72-0.86],0.015,*,LDL Cholesterol
LDL-L,0.79 [0.72-0.86],0.011,*,Total-Lipids in LDL
S-LDL-L,0.79 [0.72-0.86],0.035,*,Total-Lipids in Small LDL
LDL-CE,0.79 [0.72-0.86],0.011,*,Cholesteryl Esters in LDL
LDL-PL,0.79 [0.72-0.86],0.018,*,Phospholipids in LDL
S-LDL-C,0.78 [0.72-0.86],0.019,*,Cholesterol in Small LDL
M-LDL-FC,0.78 [0.71-0.85],0.022,*,Free Cholesterol in Medium LDL
S-LDL-CE,0.78 [0.71-0.85],0.018,*,Cholesteryl Esters in Small LDL
M-LDL-CE,0.77 [0.71-0.85],0.005,**,Cholesteryl Esters in Medium LDL
M-LDL-C,0.77 [0.71-0.85],0.004,**,Cholesterol in Medium LDL
M-LDL-L,0.77 [0.71-0.84],0.002,**,Total-Lipids in Medium LDL
M-LDL-PL,0.77 [0.70-0.84],0.002,**,Phospholipids in Medium LDL
