Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.28 [1.20-1.37],8.491e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.27 [1.20-1.36],2.718e-08,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.26 [1.18-1.33],4.889e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.25 [1.17-1.33],5.597e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.25 [1.17-1.34],4.162e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.23 [1.16-1.31],1.007e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.19 [1.12-1.27],0.022,*,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.19 [1.11-1.26],0.045,*,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-CE%,0.84 [0.79-0.90],0.018,*,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-FC%,0.84 [0.79-0.89],0.020,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.84 [0.79-0.89],0.005,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-FC%,0.83 [0.78-0.89],0.005,**,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-C%,0.83 [0.79-0.89],0.001,**,Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.83 [0.79-0.88],1.717e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA%,0.83 [0.77-0.88],0.009,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.82 [0.77-0.88],0.002,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-C%,0.82 [0.77-0.88],6.840e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.82 [0.77-0.87],8.290e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,0.82 [0.77-0.87],9.282e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-HDL-C%,0.82 [0.76-0.87],7.002e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.81 [0.77-0.86],6.092e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.81 [0.77-0.86],3.384e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.81 [0.77-0.86],4.697e-06,***,Cholesterol to Total-Lipids in IDL percentage
S-VLDL-FC%,0.81 [0.76-0.86],3.635e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Omega-6%,0.80 [0.75-0.86],1.547e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.80 [0.75-0.85],1.662e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,0.80 [0.75-0.85],2.071e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.80 [0.75-0.85],6.087e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.79 [0.75-0.85],2.302e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,0.78 [0.73-0.83],5.121e-09,***,Linoleic Acid to Total-Fatty Acids percentage
