Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.18 [1.12-1.24],1.742e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.17 [1.12-1.23],3.469e-05,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.17 [1.11-1.23],0.001,**,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.16 [1.11-1.22],4.797e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.15 [1.10-1.21],0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.14 [1.09-1.20],0.014,*,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.14 [1.09-1.19],0.015,*,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-FC,0.88 [0.84-0.92],0.015,*,Free Cholesterol in Small LDL
LDL-CE,0.88 [0.84-0.92],0.028,*,Cholesteryl Esters in LDL
Non-HDL-C,0.88 [0.84-0.92],0.019,*,Total-Cholesterol Minus HDL-C
M-LDL-C%,0.88 [0.84-0.92],0.005,**,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-PL,0.88 [0.84-0.92],0.012,*,Phospholipids in LDL
LDL-L,0.88 [0.84-0.92],0.009,**,Total-Lipids in LDL
M-VLDL-PL%,0.88 [0.84-0.92],0.009,**,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-PL,0.88 [0.84-0.92],0.008,**,Phospholipids in IDL
L-LDL-CE,0.88 [0.84-0.92],0.006,**,Cholesteryl Esters in Large LDL
M-VLDL-FC%,0.88 [0.84-0.92],0.009,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-C,0.87 [0.84-0.92],0.003,**,LDL Cholesterol
L-LDL-FC%,0.87 [0.83-0.92],0.005,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC,0.87 [0.84-0.92],0.003,**,Free Cholesterol in Medium LDL
Albumin,0.87 [0.83-0.91],9.444e-04,***,Albumin
L-LDL-L,0.87 [0.83-0.91],0.002,**,Total-Lipids in Large LDL
M-VLDL-CE%,0.87 [0.83-0.91],0.003,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.87 [0.83-0.91],0.003,**,Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.87 [0.83-0.91],3.203e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL,0.87 [0.83-0.91],5.785e-04,***,Phospholipids in Large LDL
L-LDL-C,0.87 [0.83-0.91],8.238e-04,***,Cholesterol in Large LDL
L-HDL-CE%,0.87 [0.83-0.91],0.015,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-P,0.87 [0.83-0.91],0.004,**,Concentration of HDL Particles
Total-PL,0.87 [0.83-0.91],0.004,**,Total-Phospholipids in Lipoprotein Particles
Clinical LDL-C,0.87 [0.83-0.91],2.576e-04,***,Clinical LDL Cholesterol
Total-FC,0.87 [0.83-0.91],6.044e-04,***,Total-Free Cholesterol
Cholines,0.87 [0.82-0.91],0.004,**,Total-Cholines
S-VLDL-PL%,0.87 [0.83-0.91],4.857e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
HDL-FC,0.87 [0.82-0.91],0.009,**,Free Cholesterol in HDL
IDL-CE%,0.87 [0.83-0.91],1.486e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-C%,0.86 [0.82-0.91],0.001,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.86 [0.82-0.91],9.853e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-L,0.86 [0.82-0.90],2.009e-04,***,Total-Lipids in IDL
LDL-FC,0.86 [0.82-0.90],9.792e-05,***,Free Cholesterol in LDL
S-VLDL-FC%,0.86 [0.82-0.90],2.202e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-C%,0.86 [0.82-0.91],0.004,**,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,0.86 [0.82-0.90],5.310e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-P,0.86 [0.82-0.90],2.346e-04,***,Total-Concentration of Lipoprotein Particles
L-LDL-FC,0.86 [0.82-0.90],3.144e-05,***,Free Cholesterol in Large LDL
IDL-FC,0.86 [0.82-0.90],2.475e-05,***,Free Cholesterol in IDL
IDL-CE,0.86 [0.82-0.90],1.630e-05,***,Cholesteryl Esters in IDL
HDL-CE,0.86 [0.81-0.90],5.933e-04,***,Cholesteryl Esters in HDL
HDL-C,0.85 [0.81-0.90],6.233e-04,***,HDL Cholesterol
IDL-C,0.85 [0.82-0.90],1.011e-05,***,Cholesterol in IDL
SM,0.85 [0.81-0.90],3.403e-05,***,Sphingomyelins
IDL-C%,0.85 [0.81-0.89],1.128e-06,***,Cholesterol to Total-Lipids in IDL percentage
Total-C,0.85 [0.81-0.89],4.661e-06,***,Total-Cholesterol
Total-CE,0.85 [0.81-0.89],1.198e-06,***,Total-Esterified Cholesterol
M-HDL-FC%,0.84 [0.80-0.88],3.204e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
