Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.12 [1.09-1.15],9.954e-09,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.12 [1.08-1.15],1.673e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.10 [1.07-1.13],1.180e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.10 [1.07-1.13],1.862e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.09 [1.06-1.12],1.595e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.09 [1.06-1.12],9.813e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.08 [1.05-1.12],0.004,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.08 [1.05-1.11],0.012,*,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-C,0.93 [0.91-0.96],0.050,*,Cholesterol in Medium VLDL
M-LDL-C,0.93 [0.91-0.96],0.045,*,Cholesterol in Medium LDL
S-LDL-L,0.93 [0.90-0.96],0.027,*,Total-Lipids in Small LDL
Citrate,0.93 [0.90-0.95],0.031,*,Citrate
LDL-CE,0.93 [0.90-0.95],0.016,*,Cholesteryl Esters in LDL
IDL-PL,0.93 [0.90-0.95],0.017,*,Phospholipids in IDL
S-VLDL-CE%,0.93 [0.90-0.95],0.007,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-PL,0.93 [0.90-0.95],0.006,**,Phospholipids in Small LDL
M-LDL-C%,0.93 [0.90-0.95],0.007,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C,0.93 [0.90-0.95],0.007,**,Cholesterol in Small LDL
Non-HDL-C,0.93 [0.90-0.95],0.009,**,Total-Cholesterol Minus HDL-C
IDL-P,0.93 [0.90-0.95],0.002,**,Concentration of IDL Particles
Total-C,0.92 [0.90-0.95],0.015,*,Total-Cholesterol
