Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,2.75 [2.35-3.22],9.163e-31,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,2.65 [2.25-3.12],1.323e-26,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,2.59 [2.17-3.10],3.541e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,2.57 [2.21-2.98],1.077e-29,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,2.56 [2.10-3.12],3.621e-15,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.25 [1.86-2.71],4.560e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,2.21 [1.86-2.61],7.321e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,2.16 [1.88-2.50],8.375e-21,***,Glucose-lactate
Glu,2.03 [1.73-2.40],6.237e-12,***,Glucose
S-LDL-PL%,2.01 [1.70-2.36],1.671e-11,***,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-TG%,1.88 [1.60-2.20],1.598e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.76 [1.48-2.08],3.162e-05,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.72 [1.46-2.02],2.287e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,1.52 [1.30-1.78],0.044,*,Spectrometer-corrected alanine
XL-VLDL-PL%,0.64 [0.57-0.72],4.203e-09,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-FC%,0.64 [0.55-0.75],0.006,**,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-CE%,0.63 [0.54-0.74],0.003,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-CE%,0.61 [0.51-0.73],0.014,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.60 [0.50-0.73],0.036,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-CE%,0.60 [0.51-0.69],2.782e-06,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-L,0.59 [0.50-0.71],8.377e-04,***,Total-Lipids in Small HDL
L-HDL-FC%,0.59 [0.51-0.67],1.339e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-FC%,0.58 [0.49-0.69],3.115e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-TG,0.57 [0.46-0.70],0.012,*,Triglycerides in Medium VLDL
HDL-P,0.57 [0.47-0.69],0.001,**,Concentration of HDL Particles
M-VLDL-CE%,0.57 [0.51-0.63],6.995e-21,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.56 [0.49-0.64],4.302e-11,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-L,0.56 [0.46-0.69],0.007,**,Total-Lipids in Large VLDL
LA%,0.55 [0.47-0.65],3.703e-07,***,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.54 [0.47-0.63],1.863e-12,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-CE%,0.54 [0.47-0.62],2.924e-12,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
