Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.16 [1.06-1.26],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.13 [1.04-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.11 [1.02-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-CE%,1.05 [0.97-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.03 [0.94-1.13],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-FC%,0.91 [0.84-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.90 [0.83-0.97],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.88 [0.80-0.96],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.87 [0.80-0.96],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.86 [0.79-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
