Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-size,1.45 [1.32-1.60],1.022e-08,***,Average Diameter for HDL Particles
L-HDL-L,1.42 [1.28-1.57],1.284e-06,***,Total-Lipids in Large HDL
XL-HDL-PL,1.41 [1.29-1.54],3.053e-09,***,Phospholipids in Very Large HDL
L-HDL-PL,1.41 [1.28-1.55],7.673e-07,***,Phospholipids in Large HDL
L-HDL-C,1.41 [1.28-1.55],7.225e-07,***,Cholesterol in Large HDL
L-HDL-FC,1.40 [1.28-1.54],6.951e-08,***,Free Cholesterol in Large HDL
L-HDL-CE,1.40 [1.27-1.54],7.387e-07,***,Cholesteryl Esters in Large HDL
L-HDL-P,1.40 [1.28-1.53],4.539e-08,***,Concentration of Large HDL Particles
XL-HDL-L,1.40 [1.28-1.53],2.936e-08,***,Total-Lipids in Very Large HDL
XL-HDL-CE,1.38 [1.26-1.50],2.353e-07,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,1.37 [1.26-1.50],2.735e-07,***,Cholesterol in Very Large HDL
XL-HDL-P,1.37 [1.26-1.50],4.802e-08,***,Concentration of Very Large HDL Particles
XL-HDL-FC,1.34 [1.23-1.46],2.245e-06,***,Free Cholesterol in Very Large HDL
S-HDL-PL%,1.33 [1.21-1.47],0.001,**,Phospholipids to Total-Lipids in Small HDL percentage
HDL-FC,1.32 [1.20-1.46],0.002,**,Free Cholesterol in HDL
HDL-C,1.31 [1.18-1.45],0.037,*,HDL Cholesterol
M-LDL-PL%,0.88 [0.81-0.97],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,0.77 [0.69-0.85],0.030,*,Phenylalanine
XL-HDL-C%,0.76 [0.68-0.86],0.826,,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.72 [0.64-0.81],0.015,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Citrate,0.51 [0.46-0.56],2.486e-31,***,Citrate
