Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.13 [1.02-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.11 [0.99-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.09 [0.97-1.22],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,1.04 [0.93-1.17],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,1.00 [0.90-1.12],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-PL,0.73 [0.65-0.82],0.034,*,Phospholipids in Medium HDL
M-HDL-CE,0.73 [0.65-0.82],0.019,*,Cholesteryl Esters in Medium HDL
M-HDL-C,0.72 [0.64-0.81],0.009,**,Cholesterol in Medium HDL
M-HDL-L,0.72 [0.64-0.81],0.007,**,Total-Lipids in Medium HDL
M-HDL-P,0.72 [0.64-0.81],0.007,**,Concentration of Medium HDL Particles
M-HDL-FC%,0.72 [0.63-0.81],0.009,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-PL,0.71 [0.64-0.80],0.001,**,Total-Phospholipids in Lipoprotein Particles
HDL-P,0.71 [0.64-0.80],0.002,**,Concentration of HDL Particles
M-HDL-FC,0.71 [0.63-0.80],0.003,**,Free Cholesterol in Medium HDL
HDL-CE,0.71 [0.63-0.80],0.003,**,Cholesteryl Esters in HDL
HDL-PL,0.71 [0.63-0.80],0.002,**,Phospholipids in HDL
HDL-FC,0.71 [0.63-0.80],0.003,**,Free Cholesterol in HDL
Total-P,0.70 [0.63-0.79],4.587e-04,***,Total-Concentration of Lipoprotein Particles
HDL-C,0.70 [0.62-0.79],0.002,**,HDL Cholesterol
ApoA1,0.70 [0.63-0.79],6.212e-04,***,Apolipoprotein A1
Omega-6,0.70 [0.63-0.79],1.339e-04,***,Omega-6 Fatty Acids
LA,0.70 [0.63-0.78],3.670e-05,***,Linoleic Acid
HDL-L,0.70 [0.62-0.79],6.044e-04,***,Total-Lipids in HDL
Phosphoglyc,0.70 [0.62-0.78],1.056e-04,***,Phosphoglycerides
Cholines,0.69 [0.62-0.77],4.409e-05,***,Total-Cholines
PUFA,0.69 [0.61-0.77],2.062e-05,***,Polyunsaturated Fatty Acids
PC,0.69 [0.61-0.77],2.814e-05,***,Phosphatidylcholines
