Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.29 [1.20-1.39],3.063e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.28 [1.19-1.38],9.796e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.28 [1.19-1.37],8.775e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.24 [1.15-1.34],0.007,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.23 [1.14-1.32],0.008,**,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.22 [1.13-1.31],0.039,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-PL,0.83 [0.77-0.89],0.043,*,Phospholipids in Large LDL
IDL-C,0.82 [0.77-0.89],0.030,*,Cholesterol in IDL
IDL-CE,0.82 [0.77-0.89],0.027,*,Cholesteryl Esters in IDL
M-LDL-C%,0.82 [0.77-0.88],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC,0.82 [0.77-0.88],0.009,**,Free Cholesterol in Small LDL
M-LDL-FC,0.82 [0.76-0.88],0.012,*,Free Cholesterol in Medium LDL
Clinical LDL-C,0.82 [0.76-0.88],0.006,**,Clinical LDL Cholesterol
L-LDL-FC,0.82 [0.76-0.88],0.011,*,Free Cholesterol in Large LDL
L-LDL-C%,0.82 [0.76-0.88],0.031,*,Cholesterol to Total-Lipids in Large LDL percentage
LDL-FC,0.82 [0.76-0.88],0.006,**,Free Cholesterol in LDL
Albumin,0.81 [0.76-0.87],5.607e-04,***,Albumin
S-VLDL-PL%,0.81 [0.75-0.87],0.004,**,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-C%,0.81 [0.76-0.86],8.996e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.81 [0.75-0.87],8.653e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,0.80 [0.74-0.86],5.719e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.80 [0.74-0.86],5.693e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.80 [0.74-0.85],5.677e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.79 [0.73-0.85],6.185e-06,***,Cholesterol to Total-Lipids in IDL percentage
