Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.07 [0.94-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.06 [0.93-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.06 [0.93-1.20],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.03 [0.91-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,1.00 [0.89-1.13],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.99 [0.89-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.97 [0.86-1.08],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.91 [0.82-1.02],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.91 [0.81-1.02],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.89 [0.79-1.00],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
